history_mode,sequence,frame_num,scene_label,expected_risk,model,detected_risk,risk_correct,change_event,change_detected,input_tokens,output_tokens,latency_ms,cost_usd,reply_snippet,error
stateless,4,4,person_near,hazard,gemini,caution,0,0,-1,379,185,2461.0,8.4e-05,"I see a person standing in the center of the frame, facing forward. To the left, there is a white chair, which YOLO has ",
stateless,4,5,door_open,safe,claude,caution,0,1,0,258,76,4509.0,0.001914,"Description: The drone appears to be inside a large industrial or warehouse-like building, navigating between metal shel",
stateless,4,5,door_open,safe,gpt4o,safe,1,1,1,152,71,4084.0,0.001825,"Based on the image and the YOLO metadata indicating no detections, the scene appears to be an indoor environment, possib",
stateless,4,5,door_open,safe,gpt4o_mini,hazard,0,1,0,2919,73,3276.8,0.000482,"The image shows an indoor environment, likely a workshop or laboratory, with several tables and equipment visible. The s",
stateless,4,5,door_open,safe,gemini,safe,1,1,1,336,198,2565.3,8.5e-05,"YOLO detections: none  The scene appears to be an indoor environment, possibly an office or a workshop, characterized by",
stateless,5,1,door_open,safe,claude,caution,0,0,-1,258,97,5120.1,0.002229,"Description: The drone appears to be inside an industrial or warehouse building, showing a glass-partitioned office or c",
stateless,5,1,door_open,safe,gpt4o,safe,1,0,-1,152,79,3163.1,0.001945,The image shows an indoor space with open doors leading to a room with tables or workstations. The lighting is artificia,
stateless,5,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,105,2873.3,0.000501,The image shows an indoor space that appears to be a room or corridor with several tables or workstations. The lighting ,
stateless,5,1,door_open,safe,gemini,caution,0,0,-1,336,200,2982.0,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
stateless,5,2,door_open,safe,claude,caution,0,0,-1,258,75,4195.4,0.001899,"Description: The drone appears to be inside an industrial or warehouse facility, capturing a view of glass partition wal",
stateless,5,2,door_open,safe,gpt4o,safe,1,0,-1,152,79,3173.2,0.001945,The image shows an indoor space with open doors leading to a room with tables or workstations. The lighting is artificia,
stateless,5,2,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,92,3277.6,0.000493,The image shows an indoor space that appears to be a room or corridor with several tables or workstations. The lighting ,
stateless,5,2,door_open,safe,gemini,caution,0,0,-1,336,200,2869.0,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
stateless,5,3,person_near,hazard,claude,caution,0,1,1,258,67,3660.9,0.001779,"Description: A person is visible in what appears to be an indoor environment (possibly a store or workshop), leaning for",
stateless,5,3,person_near,hazard,gpt4o,caution,0,1,1,184,158,4883.3,0.00329,"Based on the YOLO metadata and the image, there is a person detected with a confidence of 0.5 at an estimated distance o",
stateless,5,3,person_near,hazard,gpt4o_mini,caution,0,1,1,2951,151,3503.8,0.000533,"Based on the YOLO detection, there is a person detected in the frame with a confidence of 0.5 and an estimated distance ",
stateless,5,3,person_near,hazard,gemini,hazard,1,1,1,377,200,5097.3,8.8e-05,"Here's an analysis of the current frame:  **Description:** The image shows a person in the foreground, appearing to be b",
stateless,5,4,person_near,hazard,claude,caution,0,0,-1,258,79,5246.9,0.001959,"Description: A person is standing/bending forward in what appears to be an indoor space (possibly a store or warehouse),",
stateless,5,4,person_near,hazard,gpt4o,caution,0,0,-1,184,149,4401.0,0.003155,"Based on the YOLO metadata and the image, there is a person detected with a confidence of 0.5 at an estimated distance o",
stateless,5,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,2951,136,2863.9,0.000524,"Based on the YOLO detection, there is a person detected in the frame with a confidence of 0.5 and an estimated distance ",
stateless,5,4,person_near,hazard,gemini,hazard,1,0,-1,377,200,3388.8,8.8e-05,"Here's an analysis of the current frame:  **Description:** The image shows a person in the foreground, appearing to be b",
stateless,5,5,door_open,safe,claude,caution,0,1,0,258,96,4639.0,0.002214,"Description: The drone appears to be inside an industrial or warehouse building, showing a glass-partitioned office or e",
stateless,5,5,door_open,safe,gpt4o,hazard,0,1,0,152,75,3333.4,0.001885,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no people or ob,
stateless,5,5,door_open,safe,gpt4o_mini,safe,1,1,1,2919,76,2544.1,0.000483,The image shows an interior space that appears to be a room or corridor with several tables or workstations. The lightin,
stateless,5,5,door_open,safe,gemini,caution,0,1,0,336,200,3484.0,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
short,1,1,door_open,safe,claude,caution,0,0,-1,258,78,4340.0,0.001944,"Description: The drone appears to be inside an industrial or warehouse facility, viewing through glass/aluminum partitio",
short,1,1,door_open,safe,gpt4o,safe,1,0,-1,152,79,3981.3,0.001945,The image shows an indoor space with open doors leading to a room with tables or workstations. The lighting is artificia,
short,1,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,93,2864.3,0.000494,The image shows an interior space that appears to be a room or corridor with several tables or workstations. The lightin,
short,1,1,door_open,safe,gemini,caution,0,0,-1,336,200,3182.5,8.5e-05,"YOLO detections: none  The current frame shows an indoor scene, possibly a factory or a large workshop, viewed through a",
short,1,2,door_open,safe,claude,caution,0,0,-1,285,69,4064.7,0.00189,"Description: The drone is inside what appears to be an industrial warehouse or factory facility, showing metal-framed gl",
short,1,2,door_open,safe,gpt4o,safe,1,0,-1,179,53,2860.2,0.00169,The image shows an indoor space with open doors leading to a room with tables or workstations. There are no YOLO detecti,
short,1,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,73,2869.6,0.000486,"The current frame shows an interior space that appears to be a room or corridor, similar to the previous frame. The envi",
short,1,2,door_open,safe,gemini,hazard,0,0,-1,364,196,2866.3,8.6e-05,"The current frame shows an indoor scene, likely a factory or industrial setting, viewed through an open doorway or large",
short,1,3,person_near,hazard,claude,hazard,1,1,1,309,66,4606.5,0.001917,"Description: A person is clearly visible in the foreground, bending forward in what appears to be an indoor facility (wa",
short,1,3,person_near,hazard,gpt4o,caution,0,1,1,235,61,3094.3,0.00209,"The current frame shows a person in an indoor space, standing close to the camera. The estimated distance is approximate",
short,1,3,person_near,hazard,gpt4o_mini,hazard,1,1,1,3002,115,2746.3,0.000519,The current frame shows an interior space with a person detected. The confidence level for the detection is moderate (0.,
short,1,3,person_near,hazard,gemini,hazard,1,1,1,428,84,1805.2,5.7e-05,"Frame 2: [hazard] The current frame shows an indoor scene, likely a factory or industrial setting, with a person detecte",
short,1,4,person_near,hazard,claude,hazard,1,0,-1,312,85,4475.2,0.002211,"Description: A person is still clearly visible in the foreground, now appearing to be in a crouched or bent-over posture",
short,1,4,person_near,hazard,gpt4o,caution,0,0,-1,236,67,3274.7,0.002185,The current frame shows a person standing very close to the camera in an indoor space. The estimated distance is approxi,
short,1,4,person_near,hazard,gpt4o_mini,hazard,1,0,-1,3001,91,2791.5,0.000505,"The current frame shows an interior space with a person detected, consistent with the previous frames indicating a room ",
short,1,4,person_near,hazard,gemini,hazard,1,0,-1,432,81,1933.4,5.7e-05,"The current frame shows an indoor scene, likely a factory or industrial setting, with a person in the foreground. The pe",
short,1,5,door_open,safe,claude,caution,0,1,0,313,81,4807.4,0.002154,Description: The current frame shows an industrial or warehouse interior with metal-framed glass partitions and ceiling-,
short,1,5,door_open,safe,gpt4o,safe,1,1,1,204,58,4496.0,0.00189,"Based on the current frame and YOLO detections, there are no people detected, and the scene appears to be an empty indoo",
short,1,5,door_open,safe,gpt4o_mini,hazard,0,1,0,2968,53,2761.3,0.000477,"The current frame shows an interior space that appears to be empty, with no detected persons or hazards. The scene seems",
short,1,5,door_open,safe,gemini,hazard,0,1,0,391,106,2355.7,6.1e-05,"The current frame continues to show an indoor scene, consistent with the previous frames, likely a factory or industrial",
short,2,1,door_open,safe,claude,caution,0,0,-1,258,73,7992.2,0.001869,"Description: The drone appears to be inside a large industrial or warehouse-like building with high ceilings, metal fram",
short,2,1,door_open,safe,gpt4o,safe,1,0,-1,152,58,3071.6,0.00163,"The image shows an indoor environment, possibly a hallway or corridor with glass doors and windows. There are no people ",
short,2,1,door_open,safe,gpt4o_mini,hazard,0,0,-1,2919,78,2865.2,0.000485,"The image shows an indoor environment, likely a workspace or industrial area, with metal tables and a clean, organized l",
short,2,1,door_open,safe,gemini,safe,1,0,-1,336,156,2869.0,7.2e-05,"The current frame shows an indoor environment, possibly an office or industrial space, characterized by white walls, cei",
short,2,2,door_open,safe,claude,caution,0,0,-1,286,83,4503.7,0.002103,"Description: The drone is inside a large industrial or warehouse-like building, showing tall metal-framed glass partitio",
short,2,2,door_open,safe,gpt4o,safe,1,0,-1,177,56,3509.9,0.001725,"The image shows an indoor environment, similar to a hallway or corridor with glass walls. There are no YOLO detections, ",
short,2,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,72,2460.1,0.000485,"The current frame shows an indoor environment that appears to be a workspace or industrial area, similar to the previous",
short,2,2,door_open,safe,gemini,safe,1,0,-1,362,80,1774.6,5.1e-05,"The current frame continues to show an indoor environment, consistent with the previous frame's description of an office",
short,2,3,person_near,hazard,claude,hazard,1,1,1,311,86,4500.6,0.002223,Description: A person is seen bending forward/crouching in what appears to be the same indoor warehouse or workshop envi,
short,2,3,person_near,hazard,gpt4o,hazard,1,1,1,266,105,3784.0,0.002905,"The current frame shows an indoor environment with a person and a chair. The person is standing, and the chair is nearby",
short,2,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3035,130,3276.5,0.000533,"The current frame shows an indoor environment that appears to be a workspace or industrial area, consistent with the pre",
short,2,3,person_near,hazard,gemini,hazard,1,1,1,470,88,2459.7,6.2e-05,"The current frame shows an indoor environment, consistent with previous frames. A person is detected very close to the d",
short,2,4,person_near,hazard,claude,hazard,1,0,-1,315,76,3789.9,0.002085,Description: A person is actively moving/dancing or performing dynamic movements inside what appears to be a warehouse o,
short,2,4,person_near,hazard,gpt4o,hazard,1,0,-1,269,90,4198.8,0.002695,The current frame shows an indoor environment with a person and a chair. The person is standing and appears to be leanin,
short,2,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3034,106,3176.9,0.000519,"The current frame shows an indoor workspace with a person detected, along with a chair. The person is positioned in a wa",
short,2,4,person_near,hazard,gemini,hazard,1,0,-1,470,78,2048.6,5.9e-05,Frame 4: [hazard] The current frame shows an indoor environment with a person detected at a close distance (0.31m) and a,
short,2,5,door_open,safe,claude,caution,0,1,0,312,75,5118.6,0.002061,Description: The current frame shows an industrial or warehouse-like interior space with metal shelving/racking structur,
short,2,5,door_open,safe,gpt4o,hazard,0,1,0,205,47,2550.3,0.00173,The current frame shows an indoor environment with no detected objects or people. The scene appears to have changed from,
short,2,5,door_open,safe,gpt4o_mini,caution,0,1,0,2969,71,2874.1,0.000488,"The current frame shows an indoor workspace that appears to be empty, with no people or objects detected. The environmen",
short,2,5,door_open,safe,gemini,caution,0,1,0,388,74,1946.5,5.1e-05,"Frame 5: The current frame shows an indoor environment, consistent with previous frames. There are no YOLO detections, a",
short,3,1,door_open,safe,claude,caution,0,0,-1,258,67,4012.5,0.001779,"Description: The drone appears to be inside a large industrial or warehouse building, with metal shelving/racking struct",
short,3,1,door_open,safe,gpt4o,safe,1,0,-1,152,51,4187.2,0.001525,The image shows an indoor space with empty workstations or desks. There are no people or objects detected by YOLO in the,
short,3,1,door_open,safe,gpt4o_mini,hazard,0,0,-1,2919,86,3181.0,0.000489,"The image shows an indoor space that appears to be a workshop or industrial area, with several tables or workstations vi",
short,3,1,door_open,safe,gemini,safe,1,0,-1,336,114,2051.6,5.9e-05,"I see an indoor environment, likely an office or workshop, characterized by white walls and a ceiling with visible light",
short,3,2,door_open,safe,claude,caution,0,0,-1,286,69,4692.0,0.001893,"Description: The drone is inside a large industrial warehouse or factory building, showing metal shelving/racking struct",
short,3,2,door_open,safe,gpt4o,safe,1,0,-1,180,49,2942.2,0.001635,"The image shows an indoor space with empty workstations or desks, similar to the previous frame. There are no people or ",
short,3,2,door_open,safe,gpt4o_mini,hazard,0,0,-1,2946,81,2867.8,0.00049,"The current frame shows the same indoor space, likely a workshop or industrial area, as indicated in Frame 1. There are ",
short,3,2,door_open,safe,gemini,safe,1,0,-1,363,126,2561.9,6.5e-05,"I see an indoor environment, likely an office or workshop, characterized by white walls and ceiling. There are several f",
short,3,3,person_near,hazard,claude,hazard,1,1,1,309,85,4087.8,0.002202,Description: A person is standing in the center of the frame inside what appears to be the same industrial/warehouse bui,
short,3,3,person_near,hazard,gpt4o,caution,0,1,1,236,67,4093.3,0.002185,The image shows an indoor space with a person standing in the center. There is a chair detected with low confidence (0.2,
short,3,3,person_near,hazard,gpt4o_mini,caution,0,1,1,3002,82,3100.2,0.000499,"The current frame continues to depict the same indoor space, likely a workshop or industrial area, as indicated in the p",
short,3,3,person_near,hazard,gemini,caution,0,1,1,429,87,2129.7,5.8e-05,"I see a person standing in the center of the frame, facing the camera, with their arms raised. Behind the person, there'",
short,3,4,person_near,hazard,claude,hazard,1,0,-1,309,68,3953.1,0.001947,"Description: A person is standing in the center of the frame inside an industrial/warehouse environment, with both arms ",
short,3,4,person_near,hazard,gpt4o,hazard,1,0,-1,237,52,2467.3,0.001965,The image shows an indoor space with a person standing in the center. There is a chair detected with low confidence. The,
short,3,4,person_near,hazard,gpt4o_mini,caution,0,0,-1,3002,97,2563.5,0.000508,"The current frame shows an indoor space, likely a workshop or industrial area, similar to the previous frames. A person ",
short,3,4,person_near,hazard,gemini,caution,0,0,-1,432,75,2120.5,5.5e-05,"I see a person standing in the center of the frame, facing the camera, with their arms raised. A chair is visible to the",
short,3,5,door_open,safe,claude,caution,0,1,0,311,89,5187.6,0.002268,"Description: The current frame shows an industrial interior with metal shelving/rack structures and glass partitions, bu",
short,3,5,door_open,safe,gpt4o,safe,1,1,1,207,44,4191.4,0.001695,The current frame shows an indoor space with no detected people or objects of interest. The scene appears to have change,
short,3,5,door_open,safe,gpt4o_mini,caution,0,1,0,2971,55,2866.8,0.000479,"The current frame continues to depict the same indoor space, likely a workshop or industrial area, as indicated in previ",
short,3,5,door_open,safe,gemini,safe,1,1,1,392,56,2257.2,4.6e-05,"Frame 5: [safe] The scene has changed significantly. The previous frames showed a person, but this frame shows an indoor",
short,4,1,door_open,safe,claude,hazard,0,0,-1,258,79,4298.4,0.001959,"Description: The drone appears to be inside a large industrial or warehouse building, flying near metal shelving/racking",
short,4,1,door_open,safe,gpt4o,hazard,0,0,-1,152,58,3295.0,0.00163,"The image shows an indoor space with tables and chairs, possibly a classroom or lab. There are no YOLO detections, indic",
short,4,1,door_open,safe,gpt4o_mini,safe,1,0,-1,2919,109,3074.1,0.000503,"The image shows an indoor environment, likely a workshop or laboratory, with several tables and a large object (possibly",
short,4,1,door_open,safe,gemini,safe,1,0,-1,336,198,2765.3,8.5e-05,"YOLO detections: none  The scene appears to be an indoor environment, possibly an office or a workshop, characterized by",
short,4,2,door_open,safe,claude,hazard,0,0,-1,286,90,6741.1,0.002208,"Description: The drone is navigating inside a large industrial warehouse/building, with metal shelving units and glass p",
short,4,2,door_open,safe,gpt4o,safe,1,0,-1,179,53,3987.8,0.00169,"The image shows an indoor space with tables and chairs, similar to a classroom or lab setting. There are no YOLO detecti",
