scene_id,scene_label,truth,model,technique,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,gpt4o,cot,2,43.33,hazard,4,1,1,1,0,1,hazard,HOVER,172,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3478.5,596,221,0.006295,
1,person_near,hazard,gpt4o_mini,cot,2,43.33,hazard,2,1,1,0,0,0,,,230,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,4812.9,3363,300,0.000684,
1,person_near,hazard,gemini,cot,2,43.33,hazard,2,1,1,0,0,0,,,226,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3280.3,811,300,0.000151,
1,person_near,hazard,claude,structured,2,43.33,hazard,3,1,1,0,0,1,caution,HOLD,152,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,8245.6,714,300,0.006642,
1,person_near,hazard,gpt4o,structured,2,43.33,hazard,5,1,1,1,1,1,hazard,LAND,36,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2714.8,591,105,0.00453,
1,person_near,hazard,gpt4o_mini,structured,2,43.33,hazard,5,1,1,1,1,1,hazard,HOVER,42,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3163.8,3358,116,0.000573,
1,person_near,hazard,gemini,structured,2,43.33,hazard,5,1,1,1,1,1,hazard,HOVER,84,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2061.1,820,191,0.000119,
1,person_near,hazard,claude,react,2,43.33,hazard,3,1,1,1,0,0,hazard,,190,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,10741.5,699,300,0.006597,
1,person_near,hazard,gpt4o,react,2,43.33,hazard,5,1,1,1,1,1,hazard,HOVER,129,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2864.9,585,159,0.00531,
1,person_near,hazard,gpt4o_mini,react,2,43.33,hazard,5,1,1,1,1,1,hazard,HOVER,144,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,4322.6,3352,191,0.000617,
1,person_near,hazard,gemini,react,2,43.33,hazard,4,1,1,1,0,1,hazard,HOVER,158,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2667.4,797,234,0.00013,
1,person_near,hazard,claude,zero_shot,3,41.03,hazard,4,1,1,1,0,1,hazard,HOLD,188,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,10210.1,599,300,0.006297,
1,person_near,hazard,gpt4o,zero_shot,3,41.03,hazard,5,1,1,1,1,1,hazard,LAND,72,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2565.8,493,90,0.003815,
1,person_near,hazard,gpt4o_mini,zero_shot,3,41.03,hazard,5,1,1,1,1,1,hazard,LAND,108,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3479.9,3260,135,0.00057,
1,person_near,hazard,gemini,zero_shot,3,41.03,hazard,5,1,1,1,1,1,hazard,HOVER,129,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2563.5,704,177,0.000106,
1,person_near,hazard,claude,few_shot_3,3,41.03,hazard,4,1,1,1,0,1,hazard,STOP,206,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,8893.2,809,300,0.006927,
1,person_near,hazard,gpt4o,few_shot_3,3,41.03,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,52,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2211.6,679,67,0.0044,
1,person_near,hazard,gpt4o_mini,few_shot_3,3,41.03,hazard,5,1,1,1,1,1,hazard,STOP,62,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2511.0,3446,84,0.000567,
1,person_near,hazard,gemini,few_shot_3,3,41.03,hazard,5,1,1,1,1,1,hazard,PITCH_BACK,125,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2460.7,892,178,0.00012,
1,person_near,hazard,claude,cot,3,41.03,hazard,2,1,1,0,0,0,,,188,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,8702.9,714,300,0.006642,
1,person_near,hazard,gpt4o,cot,3,41.03,hazard,4,1,1,1,0,1,hazard,HOVER,153,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3481.1,596,201,0.005995,
1,person_near,hazard,gpt4o_mini,cot,3,41.03,hazard,3,1,1,1,0,0,hazard,,233,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,4613.1,3363,300,0.000684,
1,person_near,hazard,gemini,cot,3,41.03,hazard,2,1,1,0,0,0,,,226,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3273.3,811,300,0.000151,
1,person_near,hazard,claude,structured,3,41.03,hazard,2,1,1,0,0,0,,,173,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,7985.2,714,300,0.006642,
1,person_near,hazard,gpt4o,structured,3,41.03,hazard,5,1,1,1,1,1,hazard,LAND,38,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2353.0,591,108,0.004575,
1,person_near,hazard,gpt4o_mini,structured,3,41.03,hazard,5,1,1,1,1,1,hazard,HOVER,43,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2968.7,3358,116,0.000573,
1,person_near,hazard,gemini,structured,3,41.03,hazard,5,1,1,1,1,1,hazard,HOVER,88,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2666.3,820,201,0.000122,
1,person_near,hazard,claude,react,3,41.03,hazard,3,1,1,1,0,0,hazard,,193,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,8702.1,699,300,0.006597,
1,person_near,hazard,gpt4o,react,3,41.03,hazard,5,1,1,1,1,1,hazard,LAND,130,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3160.3,585,166,0.005415,
1,person_near,hazard,gpt4o_mini,react,3,41.03,hazard,5,1,1,1,1,1,hazard,LAND,126,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3510.0,3352,169,0.000604,
1,person_near,hazard,gemini,react,3,41.03,hazard,4,1,1,1,0,1,hazard,HOVER,158,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2732.6,797,234,0.00013,
1,person_near,hazard,claude,zero_shot,4,42.0,hazard,4,1,1,1,0,1,hazard,HOLD,196,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,8685.4,599,300,0.006297,
1,person_near,hazard,gpt4o,zero_shot,4,42.0,hazard,5,1,1,1,1,1,hazard,LAND,104,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3829.3,493,138,0.004535,
1,person_near,hazard,gpt4o_mini,zero_shot,4,42.0,hazard,5,1,1,1,1,1,hazard,LAND,107,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,3481.4,3260,133,0.000569,
1,person_near,hazard,gemini,zero_shot,4,42.0,hazard,5,1,1,1,1,1,hazard,HOVER,136,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,2665.8,704,178,0.000106,
