scene_id,scene_label,truth,model,technique,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,yolo_meta,clip_label,clip_risk,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,claude,structured,4,5,1,1,1,1,1,hazard,HOVER,53,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,4095.1,359,141,0.003192,
1,person_near,hazard,gpt4o,structured,4,4,1,1,0,1,1,caution,HOVER,29,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2555.5,278,78,0.00256,
1,person_near,hazard,gpt4o_mini,structured,4,4,1,1,0,1,1,caution,HOVER,30,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3276.3,3045,80,0.000505,
1,person_near,hazard,gemini,structured,4,4,1,1,0,1,1,caution,HOVER,35,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,1652.6,488,99,6.6e-05,
1,person_near,hazard,claude,react,4,3,1,1,1,0,0,hazard,,187,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,8899.0,359,300,0.005577,
1,person_near,hazard,gpt4o,react,4,4,1,1,0,1,1,caution,HOVER,109,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3272.5,285,139,0.00351,
1,person_near,hazard,gpt4o_mini,react,4,3,1,0,0,1,1,caution,HOVER,112,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,4006.6,3052,148,0.000547,
1,person_near,hazard,gemini,react,4,4,1,1,1,0,1,hazard,PITCH_BACK,156,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2755.9,484,245,0.00011,
1,person_near,hazard,claude,zero_shot,5,4,1,1,1,0,1,hazard,HOVER,168,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,7992.9,271,300,0.005313,
1,person_near,hazard,gpt4o,zero_shot,5,4,1,1,0,1,1,caution,HOVER,47,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2453.6,206,59,0.001915,
1,person_near,hazard,gpt4o_mini,zero_shot,5,3,1,0,0,1,1,caution,HOVER,46,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2458.6,2973,57,0.00048,
1,person_near,hazard,gemini,zero_shot,5,4,1,1,0,1,1,caution,HOVER,127,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2461.8,403,161,7.9e-05,
1,person_near,hazard,claude,few_shot_3,5,4,1,1,1,0,1,hazard,HOVER,166,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,8803.2,462,297,0.005841,
1,person_near,hazard,gpt4o,few_shot_3,5,4,1,1,0,1,1,caution,HOVER,43,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3614.0,373,61,0.00278,
1,person_near,hazard,gpt4o_mini,few_shot_3,5,4,1,1,0,1,1,caution,HOVER,39,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2645.9,3140,56,0.000505,
1,person_near,hazard,gemini,few_shot_3,5,4,1,1,0,1,1,caution,HOVER,15,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,1522.6,573,26,5.1e-05,
1,person_near,hazard,claude,cot,5,2,1,1,0,0,0,,,172,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,9192.6,367,299,0.005586,
1,person_near,hazard,gpt4o,cot,5,4,1,1,0,1,1,caution,HOVER,116,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3301.4,293,161,0.00388,
1,person_near,hazard,gpt4o_mini,cot,5,4,1,1,0,1,1,caution,HOVER,137,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,4588.5,3060,184,0.000569,
1,person_near,hazard,gemini,cot,5,2,1,1,0,0,0,safe,,232,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3090.9,494,300,0.000127,
1,person_near,hazard,claude,structured,5,5,1,1,1,1,1,hazard,HOVER,52,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,4094.4,359,138,0.003147,
1,person_near,hazard,gpt4o,structured,5,4,1,1,0,1,1,caution,HOVER,29,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2457.0,278,78,0.00256,
1,person_near,hazard,gpt4o_mini,structured,5,4,1,1,0,1,1,caution,HOVER,30,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,3154.3,3045,80,0.000505,
1,person_near,hazard,gemini,structured,5,4,1,1,0,1,1,caution,HOVER,35,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2070.2,488,99,6.6e-05,
1,person_near,hazard,claude,react,5,3,1,1,1,0,0,hazard,,171,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,8607.1,359,300,0.005577,
1,person_near,hazard,gpt4o,react,5,4,1,1,0,1,1,caution,HOVER,111,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2681.3,285,145,0.0036,
1,person_near,hazard,gpt4o_mini,react,5,3,1,0,0,1,1,caution,HOVER,112,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,4271.1,3052,148,0.000547,
1,person_near,hazard,gemini,react,5,4,1,1,1,0,1,hazard,PITCH_BACK,156,"YOLO detections: chair (conf=0.32, est_dist~0.74m [advisory], bbox=[54.4,139.5,112.9,237.3])",cluttered room obstacles,caution,2771.0,484,245,0.00011,
2,wall_close,hazard,claude,zero_shot,1,4,1,1,1,0,1,hazard,PITCH_BACK,158,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7755.4,270,235,0.004335,
2,wall_close,hazard,gpt4o,zero_shot,1,3,1,0,0,1,1,caution,HOVER,48,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2305.3,206,59,0.001915,
2,wall_close,hazard,gpt4o_mini,zero_shot,1,5,1,1,1,1,1,hazard,HOVER,57,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2873.8,2973,74,0.00049,
2,wall_close,hazard,gemini,zero_shot,1,5,1,1,1,1,1,hazard,PITCH_BACK,76,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1838.9,399,105,6.1e-05,
2,wall_close,hazard,claude,few_shot_3,1,5,1,1,1,1,1,hazard,PITCH_BACK,134,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,7372.1,461,218,0.004653,
2,wall_close,hazard,gpt4o,few_shot_3,1,4,1,1,0,1,1,caution,PITCH_BACK,40,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2250.6,373,59,0.00275,
2,wall_close,hazard,gpt4o_mini,few_shot_3,1,5,1,1,1,1,1,hazard,PITCH_BACK,51,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,2469.3,3140,70,0.000513,
2,wall_close,hazard,gemini,few_shot_3,1,5,1,1,1,1,1,hazard,PITCH_BACK,18,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",person up close,hazard,1426.0,569,31,5.2e-05,
