scene_id,scene_label,truth,model,temperature,run,local_ms,local_risk,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
1,person_near,hazard,claude,0.0,3,16.88,hazard,3,1,1,0,0,1,caution,192,"Description: A person is standing in what appears to be an indoor workshop or storage room, facing the camera with both arms raised, at a moderate distance — visually estimated around 3–5 metres away. The room contains shelving, chairs, and various equipment in the background.

Sensor note: The local detector (MediaPipe) reports est_dist=0.24m for the person, which is a bounding-box geometric fallback and grossly inconsistent with the visual evidence — the person is clearly not 24 cm away. The YOLO wall detection at 0.45m (DA v2) may reflect background clutter rather than an immediate wall in the direct flight path. CLIP label ""disabled"" is unreliable at this resolution as expected.

Proximity: Closest object is the person, visually estimated at approximately 3–5 metres; the sensor est_dist of 0.24m is overridden by direct visual analysis. No immediate obstacles appear to block the ~1m altitude flight corridor in the foreground.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The person is not dangerously close based on visual evidence, but their raised arms and forward-facing posture suggest awareness of the drone. The room has moderate clutter and low image resolution/quality warrants caution. Hovering allows reassessment before proceeding.",10342.1,1030,300,0.00759,
1,person_near,hazard,claude,0.2,3,16.88,hazard,4,1,1,1,0,1,hazard,201,"Description: A person is standing in what appears to be a workshop or storage room, facing the camera with arms raised, located at moderate distance but clearly within the frame and likely within 2-3 meters of the drone.
Sensor note: The local detector estimates person at 0.24m which appears to be a significant overestimate of proximity — visually the person appears to be roughly 2-3m away based on their apparent size relative to the room. The wall detection at 0.45m is more concerning as a background structure. CLIP label ""disabled"" is clearly unreliable as noted.
Proximity: Person visually estimated at approximately 2–3m; closest hard obstacle (wall/shelving behind person) appears at ~3–4m. The 0.24m local detector estimate appears to be a geometric heuristic error.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The person is present and visible but does not appear to be within the <1m hazard threshold based on visual analysis — the local detector's 0.24m estimate is almost certainly a bounding-box geometric fallback error given the person occupies roughly 40% of frame height, consistent with ~2m distance. However, the environment is cluttered with shelving and objects, the scene is moderately dim, and the person's raised arms suggest possible interaction intent.",9827.7,1030,300,0.00759,
1,person_near,hazard,claude,0.5,3,16.88,hazard,4,1,1,1,0,1,hazard,191,"Description: A person is standing in what appears to be a workshop or storage room, facing the camera with arms raised, at what appears to be a moderate distance of roughly 2–3 metres. The room has shelving, equipment, and clutter visible in the background.

Sensor note: The local detector estimates person at 0.24m, which is almost certainly a gross underestimate — visually the person appears to be at least 2–3m away. The YOLO wall detection at 0.45m likely reflects background clutter/shelving rather than a direct wall blocking the flight path. CLIP label ""disabled"" with 0.0 confidence is unreliable and should be disregarded.

Proximity: Person visually estimated at ~2–3m; sensor est_dist of 0.24m is inconsistent with image evidence and is rejected in favour of visual analysis.

Risk: caution

Pilot suggested action: HOVER

**Reasoning:** The person is not within the <1m hazard threshold based on visual analysis, but they are present in the scene and their exact distance warrants caution. The room is also somewhat dim and contains background clutter. Hovering in place is the prudent action until the person's position and intent are clearer and a safe forward path can be confirmed.",9612.0,1030,289,0.007425,
1,person_near,hazard,claude,0.8,3,16.88,hazard,3,1,1,0,0,1,caution,198,"Description: A person is standing upright facing the camera with both arms raised, located in what appears to be an indoor workshop or storage room at an estimated moderate distance; the person occupies a significant portion of the frame suggesting they are relatively close to the drone.
Sensor note: The local detector estimates person at 0.24m which seems too close given the frame composition — the person appears to be roughly 2–3m away visually based on their full-body framing and relative size; however they are clearly present and within a concerning range. The wall detection at 0.45m is plausible given background clutter.
Proximity: Person visually estimated at approximately 2–3m, but with arms raised and body centered in frame, they represent the dominant obstacle; closest structural element (wall/shelving) appears within ~1–2m behind them.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The person is centrally placed in the flight path with arms raised (possibly signaling), making forward progression inadvisable. They do not appear to be at <1m (overriding the 0.24m est_dist as a geometric heuristic error), but the flight path is not clear enough to classify as safe. Hovering allows reassessment and avoids closing distance toward an active human presence.",9129.3,1030,292,0.00747,
1,person_near,hazard,claude,1.0,3,16.88,hazard,4,1,1,1,0,1,hazard,169,"Description: A person is standing approximately 2–4 metres away in what appears to be an indoor workshop or storage room, with arms raised/gesturing; shelving, furniture, and various objects are visible in the background.
Sensor note: Local detector reports est_dist=0.24m for the person, which is clearly inconsistent with the image — the person appears several metres away, not sub-metre. The 0.24m geometric fallback is a bounding-box heuristic artefact and is overridden by visual analysis. Wall depth at 0.45m is plausible for nearby clutter/structure at frame edges.
Proximity: Closest significant object is the person, visually estimated at ~2.5–4m; a plastic chair is visible to the left at roughly 1.5–2m. No object appears within 1m of the drone.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The person is not within the <1m hazard threshold visually, so this is not an immediate hazard. However, the cluttered environment, the presence of a person who may move closer, and low image resolution/lighting warrant a cautious hold rather than forward flight. Hovering allows reassessment before proceeding.",8497.6,1030,282,0.00732,
1,person_near,hazard,gpt4o,0.0,3,16.88,hazard,5,1,1,1,1,1,hazard,41,"Description: The image shows a person standing indoors, appearing to be quite close to the camera.
Sensor note: Consistent with local detector's person detection and estimated distance.
Proximity: The person is approximately 0.24 meters away.
Risk: Hazard
Pilot suggested action: HOVER",3376.5,840,59,0.005085,
1,person_near,hazard,gpt4o,0.2,3,16.88,hazard,5,1,1,1,1,1,hazard,45,"Description: The image shows a person standing indoors, appearing to be close to the camera.
Sensor note: Consistent with local detector's person detection and estimated distance.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3276.2,840,61,0.005115,
1,person_near,hazard,gpt4o,0.5,3,16.88,hazard,5,1,1,1,1,1,hazard,38,"Description: The image shows a person standing indoors, appearing very close to the camera.
Sensor note: Consistent with local detector's person detection and estimated distance.
Proximity: Person is approximately 0.24 meters away.
Risk: Hazard
Pilot suggested action: HOVER",2867.2,840,56,0.00504,
1,person_near,hazard,gpt4o,0.8,3,16.88,hazard,5,1,1,1,1,1,hazard,51,"Description: The image shows a person standing in an indoor environment, appearing to be fairly close to the camera.
Sensor note: Consistent with sensor data indicating a person detected at approximately 0.24m.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",3276.8,840,70,0.00525,
1,person_near,hazard,gpt4o,1.0,3,16.88,hazard,5,1,1,1,1,1,hazard,64,"Description: The image shows a person standing in an indoor environment, relatively close to the camera, with some furniture and equipment in the background.
Sensor note: Consistent, although the local detector's person detection confidence is relatively low, it aligns with the visual observation.
Proximity: The person appears to be approximately 0.24 meters away, matching the local detector's estimate.
Risk: Hazard
Pilot suggested action: HOVER",3583.0,840,87,0.005505,
1,person_near,hazard,gpt4o_mini,0.0,3,16.88,hazard,5,1,1,1,1,1,hazard,65,"Description: The image shows a person standing in a room with various objects around, including furniture. The person appears to be relatively close to the drone's flight path. 
Sensor note: The local detector identified a person with a confidence of 0.455, which aligns with my visual analysis. 
Proximity: The closest person is approximately 0.24m away, which is very close. 
Risk: hazard 
Pilot suggested action: LAND",4934.4,3607,91,0.000596,
