strategy,model,seq,frame_num,scene_label,expected_risk,call_source,in_hazard,local_ms,local_risk,local_trigger,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,latency_ms,cost_usd,reply,error
scheduled,gpt4o,4,1,door_open,safe,scheduled,0,13.78,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,3203.0,0.00504,"Description: The image shows a room with tables and chairs aligned, and an open door. The area appears clear for navigation at ~1m altitude.
Sensor note: Consistent with YOLO detection of a train-like object at 4.39m depth.
Proximity: Closest object visually estimated at approximately 4m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o,4,6,person_near,hazard,scheduled,1,13.0,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,2584.3,0.00547,"Description: The image shows a person standing close to the camera, with indoor furniture and structural elements visible in the background.
Sensor note: The local detector's identification of a person at 0.24m is consistent with the image, indicating close proximity.
Proximity: The person is visually estimated to be less than 1 meter away, consistent with the local detector's estimate.
Risk: Hazard
Pilot suggested action: HOVER",
scheduled,gpt4o,5,1,door_open,safe,scheduled,0,13.63,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,safe,1,3101.1,0.005165,"Description: The image shows an indoor space with tables arranged in rows, and a partially open door leading into the room. The area appears clear for navigation at ~1m altitude.
Sensor note: Consistent with YOLO detection of a window at 4.0m depth.
Proximity: Closest object is the door, visually estimated at approximately 1m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o,5,6,person_near,hazard,scheduled,1,13.29,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2568.6,0.00532,"Description: The image shows a person very close to the camera, bending forward, which suggests proximity within 1 meter. The environment appears cluttered with furniture and objects.
Sensor note: Consistent with local detector indicating a person at 0.2m.
Proximity: Person visually estimated at approximately 0.2m.
Risk: Hazard
Pilot suggested action: HOVER",
scheduled,gpt4o_mini,1,1,door_open,safe,scheduled,0,13.64,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,safe,1,4435.0,0.000581,"Description: The image shows an indoor space with several tables or workstations arranged in a row. The area appears well-lit, and there are no visible obstacles directly in the flight path at approximately 1m altitude. 

Sensor note: consistent 
Proximity: The closest object appears to be around 2m away based on visual assessment and depth_m data.
Risk: safe 
Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o_mini,1,6,person_near,hazard,scheduled,1,13.39,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,5101.6,0.000604,"Description: The image shows a person crouching down, very close to the camera, with a cluttered environment including a chair and various objects in the background. The person appears to be within 0.2 meters of the drone's flight path. 

Sensor note: The local detector indicates a person detected with high confidence, which is consistent with the visual analysis. 

Proximity: The closest object/person is the individual, estimated at approximately 0.2 meters away. 

Risk: hazard  
Pilot suggested action: HOVER",
scheduled,gpt4o_mini,2,1,door_open,safe,scheduled,0,14.16,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,safe,1,4542.2,0.000587,"Description: The image shows an indoor environment with a clear view of a room that appears to have tables and equipment. There are no visible obstacles or people within close proximity, and the path seems unobstructed. 

Sensor note: consistent 
Proximity: The closest object appears to be more than 3 meters away, consistent with the depth_m readings.
Risk: safe 
Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o_mini,2,6,person_near,hazard,scheduled,1,13.33,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,4929.9,0.000595,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be relatively close to the drone's flight path. 

Sensor note: The local detector identified a person with a confidence of 0.455 at an estimated distance of 0.24m, which is consistent with my visual analysis.

Proximity: The closest object/person is the individual detected, approximately 0.24m away.

Risk: hazard

Pilot suggested action: LAND",
scheduled,gpt4o_mini,3,1,door_open,safe,scheduled,0,13.92,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,4577.3,0.00058,"Description: The image shows an indoor environment with a clear view of a room that appears to have tables and some equipment. There are no visible obstacles or people within close proximity. 

Sensor note: consistent 
Proximity: The closest object appears to be more than 3 meters away, consistent with the depth_m value of 3.48m.
Risk: safe 
Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o_mini,3,6,person_near,hazard,scheduled,1,13.29,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,4889.9,0.000598,"Description: The image shows a person bending forward, positioned in a cluttered indoor environment with furniture visible in the background. The person appears to be approximately 0.4m away based on depth data, which aligns with the visual assessment. 

Sensor note: Consistent with YOLO and local detector data indicating a person detected at a similar distance.

Proximity: The closest object/person is approximately 0.4m away.

Risk: hazard

Pilot suggested action: HOVER",
scheduled,gpt4o_mini,4,1,door_open,safe,scheduled,0,13.48,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,4506.4,0.000582,"Description: The image shows an indoor environment with a clear path and no visible obstacles or people within close proximity. The area appears well-lit and spacious, suggesting a navigable space for the drone. 

Sensor note: consistent

Proximity: The closest object appears to be more than 3 meters away, consistent with the depth_m value of 4.39m.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
scheduled,gpt4o_mini,4,6,person_near,hazard,scheduled,1,13.28,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,5534.0,0.000609,"Description: The image shows a person standing in a room with various objects around, including a chair and what appears to be a table. The person is relatively close, estimated to be around 0.24m away based on the local detector's reading. 

Sensor note: The local detector identified a person, but the YOLO detections for walls and columns have low confidence, indicating potential missed detections. 

Proximity: The closest object/person is the detected person, approximately 0.24m away. 

Risk: hazard  
Pilot suggested action: HOVER",
scheduled,gpt4o_mini,5,1,door_open,safe,scheduled,0,13.58,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,caution,0,4424.3,0.000595,"Description: The image shows an indoor space with several tables or workstations visible. The area appears somewhat cluttered, but there are no immediate obstacles blocking the flight path at approximately 1m altitude. The lighting is moderate, indicating a dim scene but not fully dark.

Sensor note: Consistent with YOLO detection of a window and local detector brightness reading.

Proximity: The closest object appears to be around 2m away, based on visual assessment and depth_m data.

Risk: caution

Pilot suggested action: HOVER",
scheduled,gpt4o_mini,5,6,person_near,hazard,scheduled,1,12.99,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,4625.8,0.000604,"Description: The image shows a person crouching down, very close to the camera, with a cluttered environment including furniture and a chair in the background. The person appears to be within 0.2 meters of the drone's flight path. 

Sensor note: The local detector indicates a person detected with high confidence, which is consistent with my visual analysis. 

Proximity: The closest object/person is the individual, estimated at approximately 0.2 meters away. 

Risk: hazard  
Pilot suggested action: HOVER",
scheduled,gemini,1,1,door_open,safe,scheduled,0,14.01,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,caution,0,2681.7,0.000117,"Description: The image shows an indoor industrial-like setting with an open doorway on the right. The drone appears to be facing into a large room or corridor with machinery or equipment visible further down. The lighting is adequate.
Sensor note: The YOLO detection of a 'window' with a depth of 4.0m is consistent with the open doorway on the right, which appears to lead into a larger space.
Proximity: The closest visible object is the frame of the open doorway on the right, which is very close, likely within 0.5m. The main flight path ahead appears clear for several meters.
Risk: caution
Pilot suggested action: HOVER",
scheduled,gemini,1,6,person_near,hazard,scheduled,1,13.36,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2544.5,0.000107,"Description: A person is directly in front of the drone, appearing to be very close and bending over. The background shows a cluttered indoor environment with furniture.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms they are much closer than the YOLO-World detections of a wall and shelf.
Proximity: Person visually <0.5m.
Risk: hazard
Pilot suggested action: HOVER",
